ID,Text,Comment
Building.PoleBanner.Description,Özelleştirilebilir uzun bir sancak.,
Building.PoleBanner.DisplayName,Direk sancağı,"Tall, hanging banner on a pole."
Building.PowerShaft.Description,Enerji aktarır.,"Power being mechanical/kinetic, not electricity. Alternative name: axle."
Building.PowerShaft.DisplayName,Enerji Mili,"Power being mechanical/kinetic, not electricity. Alternative name: axle."
Building.PowerShaft.FlavorDescription,"Harika icat, daha da harika bir hâl aldı.",Flavor text for the Power Shaft building
Building.PowerWheel.Description,Kunduzlar tarafından çalıştırılan bir yedek enerji kaynağı.,
Building.PowerWheel.DisplayName,Enerji Çarkı,Meaning a wheel that produces power
Building.PowerWheel.FlavorDescription,"Kunduzlar, daha az gelişmiş kemirgenlerden bazı yöntemleri örnek alabileceklerini fark ettiler.",This building looks like a hamster wheel.
Building.PrintingPress.Description,Kâğıt bazlı malları işler.,Paper should be the same as Good.Paper.DisplayName
Building.PrintingPress.DisplayName,Matbaa,
Building.PrintingPress.FlavorDescription,"Kunduzlar genelde bir sayfayı okuduktan hemen sonra yerler, bu yüzden kaliteli kitaplar her zaman revaçtadır.",
Building.Refinery.Description,Botlar için çeşitli yakıt türleri üretir.,Bots should be the same as Bot.PluralDisplayName.
Building.Refinery.DisplayName,Rafineri,A building where old food is processed to make biofuel
Building.Refinery.FlavorDescription,"Tasarruf et, rafine et, geri dönüştür.","Adapted ""Reduce, reuse, recycle"" tagline."
Building.Relic.Description,Bir Bilim patlaması için yıkılabilecek kadim teknoloji.,
Building.Relic.DisplayName,Yadigâr,Remains of a human structure/device that can be demolished to obtain a certain amount of the Science resource
Building.ReservePile.DisplayName,Yedek Yığın,
Building.ReserveTank.DisplayName,Yedek Tank,
Building.ReserveWarehouse.DisplayName,Yedek Depo,
Building.Roof.FlavorDescription,"Süslü bir çatı, genelde komşular arasında tatlı bir rekabetin ortaya çıkmasına neden olması için yeterlidir.",
Building.Roof1x1.DisplayName,1x1 Çatı,Numbers at the end denote size X by Y
Building.Roof1x2.DisplayName,1x2 Çatı,Numbers at the end denote size X by Y
Building.Roof2x2.DisplayName,2x2 Çatı,Numbers at the end denote size X by Y
Building.Roof2x3.DisplayName,2x3 Çatı,Numbers at the end denote size X by Y
Building.Roof3x2.DisplayName,3x2 Çatı,Numbers at the end denote size X by Y
Building.RooftopTerrace.Description,Kunduzların sosyalleşebileceği ve manzaranın keyfini çıkarabileceği yüksek bir teras.,
Building.RooftopTerrace.DisplayName,Çatı Terası,
Building.RooftopTerrace.FlavorDescription,Gece sohbeti için harika bir yer ve muhteşem bir manzara!,
Building.Rowhouse.Description,"Az yer kaplayan, pratik paylaşımlı konutlar.",
Building.Rowhouse.DisplayName,Sıra Ev,"A rowhouse is a narrow and tall house that is connected to other homes on both sides, often built in a row."
Building.Rowhouse.FlavorDescription,Sıralı evler müstakilden iyidir.,
Building.Ruins.Description,Metal kaynağı.,Metal is a resource
Building.Ruins.DisplayName,Harabeler,
Building.Ruins.FlavorDescription,"Dört bir yana dağılmış eski insan harabeleri, kunduzlara hayal bile edemeyecekleri kadar değerli bir şey sağlıyordu. Bu da odundan daha üstün bir kaynaktı.",
Building.Scarecrow.Description,Kuşları korkutma amaçlı bir tarla dekorasyonu.,
Building.Scarecrow.DisplayName,Korkuluk,
Building.Scarecrow.FlavorDescription,Kendi tarlasının reisi.,
Building.ScavengerFlag.Description,"Çöpçüler, harabelerden hurda metal toplar.",Metal is a resource;Ruins are a building
Building.ScavengerFlag.DisplayName,Çöpçü Bayrağı,
Building.ScavengerFlag.FlavorDescription,"Geleneksel olarak ahşaptan yapılan yerleşimlere metal getiren çöpçüler, kiminin saygısını kazanırken kiminin de horgörüsüne maruz kalıyor.",
Building.Scratcher.Description,Kaşıma makinesi.,
Building.Scratcher.DisplayName,Kaşıyıcı,A rotating brush which beavers use to scratch their fur. For reference google videos of cow scratchers.
Building.Scratcher.FlavorDescription,Demir Dişler dinlenirken bile çalışmak için kaşınırlar.,Itching meaning having an itch as well as an idiom for wanting to do something very much. If possible try to adapt the phrase to fit your language. Iron Teeth must be the same as Faction.IronTeeth.DisplayName.
Building.Shower.Description,Kunduzların bir duş alıp kendilerine gelebilecekleri bir yer.,
Building.Shower.DisplayName,Duş,A simple shower for beavers.
Building.Shower.FlavorDescription,Çorak araziyi fethetmeyi daha kolay hâle getirir.,
Building.Shredder.Description,Hurda metalleri öğüterek bloklar hâlinde sıkıştırır.,
Building.Shredder.DisplayName,Öğütücü,
Building.Shredder.FlavorDescription,"İnsanın çöpü, kunduzun hazinesidir.","Adapted from ""One man’s trash is another man’s treasure"""
Building.Shrub.DisplayName,Ağaççık,Must be different than 'Bush' which is a plant in the game
Building.Shrub.FlavorDescription,"Her şeyin kullanışlısını savunan kunduzlar, dekorasyonların hem güzel hem lezzetli olanını severler.",
Building.Slope.DisplayName,Eğim,
Building.Slope.FlavorDescription,Bunu buraya kim koyduysa kunduzlar ona minnettar.,
Building.Sluice.AboveContaminationToggle,Şu kirlilik seviyesinin üstünde kapat: {0},"Label of a toggle that enables automation based on contamination level, {0} stands for currently set level, ie 5%"
Building.Sluice.BelowContaminationToggle,Şu kirlilik seviyesinin altında kapat: {0},"Label of a toggle that enables automation based on contamination level, {0} stands for currently set level, ie 5%"
Building.Sluice.Contamination,Kirlilik: {0},"Level of the water contamination, {0} stands for contamination level in percent. Ideally all uses of the word contaminate/contamination/contaminated should be uniform across the project."
Building.Sluice.Description,Tek yönlü ve otomatik bir su tahliyesi.,
Building.Sluice.DisplayName,Savak Kapağı,Also known as a sluice gate. Different than Building.Floodgate.DisplayName.
Building.Sluice.DownstreamDepth,Aşağı akış derinliği {0},{0} stands for chosen downstream depth maintained by the building.
Building.Sluice.FlavorDescription,"""Suli, bulantının sifonunu çekmeyi yine mi unuttun?"" —Ngonel Nine",Badwater has to be consistent with Good.Badwater.DisplayName
Building.Sluice.Mode.Auto,Otomatik,Label of the toggle that sets the sluice to work in automatic mode
Building.Sluice.Mode.AutoClosed,Otomatik: Kapalı,Label for sluice working in automatic mode and is closed
Building.Sluice.Mode.AutoOpen,Otomatik: Açık,Label for sluice working in automatic mode and is opened
Building.Sluice.Mode.Closed,Kapalı,Label of the toggle that sets the sluice to be always closed
Building.Sluice.Mode.Open,Açık,Label of the toggle that sets the sluice to be always open
Building.Sluice.Synchronize,Bitişiğindeki savak kapakları ile senkronize et,
Building.Sluice.MaximumDepthToggle,Şu aşağı akış derinliğinin üstünde kapat: {0},Label of a toggle that enables automation based on the maximum downstream depth of water
Building.SmallIndustrialPile.DisplayName,Küçük Endüstriyel Yığın,
Building.SmallIndustrialPile.FlavorDescription,"""Tepesine bir çatı yapıştırıp adına endüstriyel demişler. Şaşırtmadı."" —Pina",
Building.SmallPile.Description,İri kaynakları depolar.,
Building.SmallPile.DisplayName,Küçük Yığın,
Building.SmallPile.FlavorDescription,Kendine saygısı olan kimse inşaat materyallerini yere dökmez.,
Building.SmallTank.Description,Sıvı depolar.,
Building.SmallTank.DisplayName,Küçük Tank,
Building.SmallTank.FlavorDescription,"Suyun her damlasını kullanmayı öğrenmek, kunduzların bu zorlu çevreye uyum sağlamalarına yardımcı oldu.",
Building.SmallWarehouse.Description,Mal depolar.,
Building.SmallWarehouse.DisplayName,Küçük Depo,
Building.SmallWarehouse.FlavorDescription,"""Mutfak dolabıma dinamit koymuyorum canım, sağ ol."" —Ngonel Nine",
Building.Smelter.Description,Hurda metalleri eriterek metal bloklara dönüştürür.,Scrap metal should be the same as Good.ScrapMetal.DisplayName and metal blocks should be the same as Good.MetalBlock.DisplayName
Building.Smelter.DisplayName,Kalhane,A facility that uses very high temperature to produce metal blocks from iron ore.
Building.Smelter.FlavorDescription,"Yeni kunduz dünyası, ter ve yanık post kokusu üzerine kuruluyor.",
Building.SpiralStairs.DisplayName,Spiral Merdiven,Name of a building that allows beavers to climb up and down in a spiral manner.
Building.SquareBanner.Description,Özelleştirilebilir kare bir sancak.,
Building.SquareBanner.DisplayName,Kare Sancak,"Short, standing banner in a square bracket."
Building.Stairs.DisplayName,Merdiven,
Building.Stairs.FlavorDescription,Merdivenin icadıyla birlikte kunduzlar bir üst seviyeye yükseldi.,
Building.StartingLocation.DisplayName,Başlangıç Konumu,
Building.SteamEngine.Description,Enerji üretmek için yakıt kullanır.,
Building.SteamEngine.DisplayName,Buhar Motoru,
Building.SteamEngine.FlavorDescription,Bu icat ne kadar harika olsa da Demir Dişler dışındaki tüm kunduz uluslarının eline batan bir kıymık gibiydi.,"Iron Teeth is one of the playable factions, with the Engine being one of their unique buildings."
Building.StreamGauge.Contamination,Kirlilik: {0},"Level of the water contamination, {0} stands for contamination level in percent. Ideally all uses of the word contaminate/contamination/contaminated should be uniform across the project."
Building.StreamGauge.Current,Akıntı: {0} m³s,"Intensity of the water current, {0} stands for current speed in cubic metre per second"
Building.StreamGauge.Depth,Derinlik: {0},"Level of the water depth, {0} stands for this value in meters"
Building.StreamGauge.Description,"Su derinliğini, akışını ve bulantı kirliliğini ölçer.",Badwater should be the same as Good.Badwater.DisplayName.
Building.StreamGauge.DisplayName,Akış Ölçer,
Building.StreamGauge.FlavorDescription,Kunduzların işlerinde bir dalgalanma vardır. Sele kapılıp gidildiğinde iyi şans getirir.,Adapted quote from Shakespeare's 'Julius Cesar'
Building.StreamGauge.GreatestDepth,En derin nokta: {0},"Level of the greatest noted water depth, {0} stands for this value in meters"
Building.StreamGauge.Reset,Sıfırla,
Building.SuspensionBridge.Description,Kunduzların boşlukların üzerinden geçmelerini sağlar.,
Building.SuspensionBridge.FlavorDescription,Göründüğünden daha sağlam.,
Building.SuspensionBridge1x1.DisplayName,1x1 Asma Köprü,Numbers at the end denote size X by Y
Building.SuspensionBridge2x1.DisplayName,2x1 Asma Köprü,Numbers at the end denote size X by Y
Building.SuspensionBridge3x1.DisplayName,3x1 Asma Köprü,Numbers at the end denote size X by Y
Building.SuspensionBridge4x1.DisplayName,4x1 Asma Köprü,Numbers at the end denote size X by Y
Building.SuspensionBridge5x1.DisplayName,5x1 Asma Köprü,Numbers at the end denote size X by Y
Building.SuspensionBridge6x1.DisplayName,6x1 Asma Köprü,Numbers at the end denote size X by Y
Building.SwimmingPool.Description,Bir yüzme havuzu.,
Building.SwimmingPool.DisplayName,Yüzme Havuzu,
Building.SwimmingPoll.FlavorDescription,"""Çok eğlenceli olduğuna eminim ama kuyruklamanı geliştirmeliyiz!"" —Pina","Backstroke is a swimming style, but beavers also have tails. Pina is a younger beaver figure that's exploring the world and isn't related to any faction in particular. Pina as a name relates to the pine tree, the translated name shouldn't suggest a gender if possible."
Building.TappersShack.Description,Ağaçlardan öz ve şurup toplayan sıvı ustalarını istihdam eder.,
Building.TappersShack.DisplayName,Sıvı Ustası Kulübesi,"A shack where workers tap trees to gather sap and syrups, similar to sugar shacks in Canada."
Building.TappersShack.FlavorDescription,"Yavrular, hem suyun hem reçinenin her damlasının önemli olduğunu öğrenerek büyürler.",
Building.TeethGrindstone.Description,Kırık dişleri keskinleştirmeye yarar.,Broken teeth refers to Need.BrokenTeeth.CriticalDescription
Building.TeethGrindstone.DisplayName,Diş Bileme Taşı,A grindstone contraption for sharpening beaver teeth
Building.TeethGrindstone.FlavorDescription,Bu alete sahipken neden kırık bir dişle kendine işkence edesin ki?,"This building is used by beavers to clear the ""broken teeth"" status. Broken teeth refers to Need.BrokenTeeth.DisplayName."
Building.TerrainBlock.Description,Yapay bir arazi bloğu. İnşaat sıralaması üzerindeki okları takip eder.,Block of terrain refers to Building.TerrainBlock.DisplayName.
Building.TerrainBlock.DisplayName,Arazi Bloğu,A 1x1x1 chunk of terrain
Building.TributeToIngenuity.DisplayName,Yaratıcılığa Övgü,Name of a monument
Building.TributeToIngenuity.FlavorDescription,"""Elbette bir amacı var. Etkilemeye yarıyor."" —İhtiyar Kazko","Ol' Kazko is a legendary forefather of modern beavers, famous inventor, pioneer of rapid industrialization."
Building.TripleDynamite.DisplayName,Üçlü Dinamit,Dynamite that makes 3 blocks deep hole
Building.TripleFloodgate.DisplayName,Üçlü Bent Kapağı,
Building.TripleFloodgate.FlavorDescription,Biraz daha yüksek olsaydı su tutamayacak kadar ağır hâle gelirdi.,
Building.TripleLodge.Description,Bir sürü kunduza ev sahipliği yapar.,Houses thrice the amounts of beavers as normal lodge
Building.TripleLodge.DisplayName,Üçlü Barınak,
Building.TripleLodge.FlavorDescription,"""Gidip çoğalın,"" Köykuyrukların ciddiye aldığı bir atasözüdür.",Go Forth and multiply is a biblical quote.
Building.TriplePlatform.DisplayName,Üçlü Platform,Triple as triple the height of a normal platform
Building.TriplePlatform.FlavorDescription,Direkleri kemirmek kesinlikle yasaktır!,
Building.Tubeway.Description,Kunduzlar için biraz dar olsa da hızlı bir ulaşım yöntemi.,
Building.Tubeway.DisplayName,Tüp Geçit,"Tubeways are used as a network of large pipes for faster transportation around the map. Departure and arrival  happens in Building.TubewayStation.DisplayName, so they should be named similarly."
Building.Tubeway.FlavorDescription,"Kafa kafaya çarpışan iki kunduzun, en tuhaf Demir Diş icatlarının kaynağı olduğu söylenir.",Hitting your head can be a source of crazy ideas in cartoons. Iron Teeth should be the same as Faction.IronTeeth.DisplayName
Building.TubewayStation.Description,Tüp Geçit ağına giriş ve çıkış için kullanılır.,
Building.TubewayStation.DisplayName,Tüp Geçit İstasyonu,"Beavers use it to enter Building.Tubeway.DisplayName, so they should be named similarly."
Building.TubewayStation.FlavorDescription,Dar alanlardan korkan kunduzların başka bir yol seçmesi tavsiye edilir.,"Tubeways are very tight corridors, so they wouldn't be accessible for beavers scared of such places."
Building.Tunnel.Description,Arazide bir tünel açar ve onu bir Platformla değiştirir. Arazinin altını veya yapıları görmek için katman aracını kullan.,"Platform is a building, same as Building.Platform.DisplayName"
Building.Tunnel.DisplayName,Tünel,Tunnel is a type of building that - when built - removes a tile of terrain and creates an underground tunnel
Building.UndergroundPile.DisplayName,Yer Altı Yığını,"The underground version of a pile, for reference check Building.SmallPile.DisplayName or Building.LargePile.DisplayName"
Building.UndergroundPile.FlavorDescription,O kadar depolama alanı için bu merdivenleri çıkmaya değer.,
Building.UndergroundRuins.Description,Kazıp çıkarılabilecek metal hurdalarla dolu gömülü harabeler.,
Building.UndergroundRuins.DisplayName,Yer Altı Harabeleri,Buried ruins on top of which an extracting facility - a mine - can be placed.
Building.UndergroundRuins.FlavorDescription,İnsancıklar burada her ne yapıyorlarsa belli ki çok metal gerektiren bir şeymiş.,
Building.UnstableCore.Description,Eninde sonunda patlayacak eski bir cihaz.,
Building.UnstableCore.DisplayName,Dengesiz Çekirdek,An object that can be placed in map editor that explodes after a set time. Name shouldn't suggest strictly military use or radioactive effect.
Building.VerticalPowerShaft.Description,Enerji aktarır. Yukarı yönlü bağlanabilir.,"Power being mechanical/kinetic, not electricity. Alternative name: axle."
Building.VerticalPowerShaft.DisplayName,Dikey Enerji Mili,"Power being mechanical/kinetic, not electricity. Alternative name: axle."
Building.VerticalPowerShaft.FlavorDescription,Enerji tüketimi arttığında yardımcı olur.,"Power being mechanical/kinetic, not electricity. Alternative name: axle."
Building.VerticalTubeway.Description,Kunduzlar için biraz dar olsa da hızlı bir ulaşım yöntemi. Yukarı yönlü bağlanabilir.,The first sentence must be the same as Building.Tubeway.Description
Building.VerticalTubeway.DisplayName,Dikey Tüp Geçit,"An expanded version of the Building.Tubeway.DisplayName with a solid platform on top of it, that allows other Tubes or structures to be placed on top of it. Tubes are used as a network of large pipes for faster transportation around the map. Departure and arrival happens in Building.TubewayStation.DisplayName, so they should be named similarly."
Building.VerticalTubeway.FlavorDescription,"Sırasıyla yukarı, yukarı, aşağı, aşağı, sola, sağa, sola, sağa, geri, ileri git. Hmm, başladığın yere dönmüşsün.",Konami Code reference
Building.WaterPump.Description,"Kunduzlar için içme suyu pompalar ve filtreler. Bulantı kirliliği, pompalama hızını düşürür.",Badwater should be the same as Good.Badwater.DisplayName. Ideally all uses of the word contaminate/contamination/contaminated should be uniform across the project.
Building.WaterPump.DisplayName,Su Pompası,
Building.WaterPump.FlavorDescription,Bir yudum tatlı su seni kendine getirmeye yeter.,"""Pump"" pun, feel free to adapt."
Building.WaterSeep.Description,Sınırlı basınca sahip bir su kaynağı.,
Building.WaterSeep.DisplayName,Su Sızıntısı,"A building that allows water to seep through, creating a natural water source."
Building.WaterSource.DisplayName,Su Kaynağı,
Building.WaterSource.FlavorDescription,"""Nehrin hep aksın."" —Kunduz selamı",
Building.WaterWheel.Description,"Enerji üretir, suya veya nehir yatağına yerleştirilmelidir.",Power is not an electrical but mechanical/kinetic energy.
Building.WaterWheel.DisplayName,Su Değirmeni,
Building.WaterWheel.FlavorDescription,İhtiyar Kazko'nun imza eseri.,"Ol' Kazko is a legendary forefather of modern beavers, famous inventor, pioneer of rapid industrialization."
Building.WindGauge.Description,Rüzgârın estiği yönde dönerek şiddetini gösteren küçük bir pervane.,
Building.WindGauge.DisplayName,Rüzgâr Ölçer,A decoration that turns towards the wind
Building.WindGauge.FlavorDescription,“Eğer yanılmıyorsam bir motor ve bir çift kanat takılsa bu şey uçabilir.” —Pina,"Referencing the Wright brothers and their first-ever aircraft. Pina is a younger beaver figure that's exploring the world and isn't related to any faction in particular. Pina as a name relates to the pine tree, the translated name shouldn't suggest a gender if possible."
Building.WindGauge.WindStrength,Rüzgâr şiddeti: %{0},This tells how strong the wind is in percent between 0 and 100
Building.WindTunnel.Description,Olağanüstü deneyimler için kunduzların ayaklarını yerden kesen bir makine.,
Building.WindTunnel.DisplayName,Rüzgâr Tüneli,
Building.WindTunnel.FlavorDescription,"""Uçabilirim, yalnızca kurtulma hızını hesaplamam gerek.""—İhtiyar Kazko","Ol' Kazko is a legendary forefather of modern beavers, famous inventor, pioneer of rapid industrialization."
Building.Windmill.Description,Rüzgârdan değişken miktarda enerji üretir.,
Building.Windmill.DisplayName,Yel Değirmeni,
Building.Windmill.FlavorDescription,"""Biz rüzgârda uçan talaştan ibaretiz!"" —Köykuyruk şarkısı","Reference to ""Dust in the Wind"" by Kansas."
Building.WoodFence.Description,Ahşaptan yapılmış dekoratif bir çit.,
Building.WoodFence.DisplayName,Ahşap Çit,
Building.WoodFence.FlavorDescription,Kunduzları tutmak için baraj gibi bir şey.,
Building.WoodWorkshop.Description,Tahtaları reçine ile birleştirerek güçlendirir.,It produces treated / impregnated planks. The resin used is a pine resin.
Building.WoodWorkshop.DisplayName,Ahşap Atölyesi,It produces treated / impregnated planks. Do NOT use the same term as lumber mill.
Building.WoodWorkshop.FlavorDescription,İşlenmiş tahtalar neden mi bu kadar güçlü? Sence reçiNEDEN?,"'Because resins' sounds like 'Because reasons', wordplay on an older meme."
Building.ZiplineBeam.Description,İstasyonlar arasındaki halat makarasının kablolarını taşıyan dikey bir sütun.,
Building.ZiplineBeam.DisplayName,Halat Makarası Sütunu,"A horizontal pole with an anchor point at its end that serves as a base for connecting zipline networks, which are used by beavers to travel faster around the map. Departure and arrival happens in Building.ZiplineStation.DisplayName, so they should be named similarly."
Building.ZiplineBeam.FlavorDescription,İlave sütunlar inşa etmeliyiz. —Pina,"Reference to the Starcraft warning ""We must construct additional pylons"", but a subversion of expectations since it's not on the pylon building."
Building.ZiplinePylon.Description,İstasyonlar arasındaki halat makarasının kablolarını taşıyan bir kule.,
Building.ZiplinePylon.DisplayName,Halat Makarası Direği,"A high pole that serves as a base for connecting zipline networks, which are used by beavers to travel faster around the map. Departure and arrival happens in Building.ZiplineStation.DisplayName, so they should be named similarly."
Building.ZiplinePylon.FlavorDescription,Başka bir kunduzun yanından geçerken kuyruğuna vurmak nezakettendir.,Beaver version of a high five
Building.ZiplineStation.Description,Hızlı ve heyecanlı bir ulaşım yöntemi.,
Building.ZiplineStation.DisplayName,Halat Makarası İstasyonu,"A station used for boarding zipline networks. They can be extended further using Building.ZiplinePylon.DisplayName, so they should be named similarly."
Building.ZiplineStation.FlavorDescription,"""Binmek için kuyruğunuz bu uzunlukta olmalı."" —Girişteki tabela","Reference to signs placed at amusement parks in front of the rides, but requiring tail length instead of height."
BuildingTools.CantUnlock,"{0} yapısının kilidi açılamıyor, yeterli Bilim Puanı yok.",{0} stands for Building.DisplayName {1} stands for amount. Prompt when player doesn't have enough science points to unlock a building.
BuildingTools.DistrictsInConflict,"Bölgeler, Bölge Ağzı ile ayrılmalıdır.",A warning when a player tries to connect two districts without separating them with a District Crossing. District Crossing should be the same as Building.DistrictCrossing.DisplayName
BuildingTools.UnlockLabel,Kilidini aç:,"Label of the button that unlocks the building, please keep short."
BuildingTools.UnlockPrompt,{0} yapısının kilidini açmak istediğinden emin misin? Bu işlem {1} Bilim Puanı gerektiriyor.,{0} stands for Building.DisplayName {1} stands for amount. Prompt when player presses to unlock a building.
Buildings.AboveGround,<YellowHighlight>Zemin Üstü:</YellowHighlight> Başka yapıların üzerine yerleştirilmelidir.,
Buildings.BadwaterAccess,<YellowHighlight>Bulantıya Bağımlı:</YellowHighlight> Bulantıya erişim gerekli.,
Buildings.BottomConstraint,Haritanın altına yerleştirilemez.,An alert for when someone tries to build at the lowest layer of the map.
Buildings.ContinuousTerrainConstraint,Haritanın altına doğru kesintisiz uzanan arazi gerektirir.,Warning when trying to place an object (that requires it) on a terrain with gaps
Buildings.DeletePrompt,Seçili yapıyı yıkmak istediğinden emin misin? Bu eylemi geri alamayacaksın.,
Buildings.EntranceBlocked,Giriş engellenmiş.,"A notification for when a building entrance is blocked, keep it short"
Buildings.GroundOnly,<YellowHighlight>Yalnızca Zeminde:</YellowHighlight> Zemin üzerine inşa edilmelidir.,
Buildings.InfiniteDepth,sonsuz.,Used as an infinite depth description in Buildings.UndergroundDepth key. Please keep the dot if it's used in other similar keys e.g. Buildings.TopConstraint
Buildings.InvalidTerrainLevel,Haritanın altına yerleştirilemez.,An alert for when someone tries to build at the lowest layer of the map.
Buildings.MissingGroundBelow,Altında zemin gereklidir.,Warning shown to player when trying to place a building without ground underneath.
Buildings.PipeObstructed,Boruda engel var.,Warning that will be shown to player when Water Pump Pipe has zero lenght.
Buildings.PreviewFlooded,Yapıyı su bastı.,Warning that will be shown to player when they try to build a building i a flooded area.
Buildings.Solid,<YellowHighlight>Sağlam:</YellowHighlight> Üzerine başka yapılar yerleştirilebilir.,Solid or Stackable — something that tells the player that you can build on top of it
Buildings.TopConstraint,Bu yüksekliğe yerleştirilemez.,An alert for when someone tries to build forbidden buildings at the max terrain level of the map.
Buildings.UndergroundDepth,<YellowHighlight>Yer altı derinliği:</YellowHighlight> {0}, Denotes a building that is built underground. The number tells how many blocks underground it occupies.
Buildings.UnsuitableBuildingAbove,"{0}, {1} üzerine yerleştirilemez.","Shown when the player tries to place a building on top of another (invalid) building, {0} and {1} stand for buildings DisplayName."
Buildings.UnsuitableBuildingBelow,"Bu yapı, {0} üzerine inşa edilmeli",{0} stands for another buildings DisplayName. This is a warning shown to the user during building placing.
Buildings.WaterAccess,<YellowHighlight>Suya Bağımlı:</YellowHighlight> Suya erişim gerekli.,
Buildings.Wonder,<YellowHighlight>Harika:</YellowHighlight> Kunduz mühendisliğinin zirve noktası.,Wonder is a keyword. Shown after selecting a wonder type building.
Camera.StateSaved,Kamera durumu kaydedildi,"Notification on top of the window when camera state(location, rotation) is saved by player."
CancelPlantingTool.Description,Ekim alanlarının işaretini kaldırmak için kullan.,Description of a tool that removes fields.
CancelPlantingTool.Title,Ekim alanını temizle,Tool that removes fields so the beavers won't plant there.
Carrying.Carry,Taşınan: {0} ({1}/{2} kg),{0} stands for Good.DisplayName {1} stands for carried good weight {2} stands for beaver lifting capacity. Tells player what the beaver is carrying and how much it weighs in comparison to the beaver's strength
Carrying.Nothing,hiçbir şey,When beaver is carrying nothing.
CrashScreen.CommentPlaceholder,(İsteğe Bağlı) Ekibimiz için yorum yap,Shown in a crash screen text field where players can optionally enter a comment that will help track down the bug
CrashScreen.EmailPlaceholder,(İsteğe Bağlı) Sana ulaşabileceğimiz e-posta adresini ekle,Shown in a crash screen text field where players can optionally enter their email
CrashScreen.HowToFindReport,Rapora hangi verilerin dahil olacağını burada görebilirsin:,
CrashScreen.HowToFindReportShort,Bir hata raporunu burada bulabilirsin:,
CrashScreen.Introduction,"Bunu beklemiyorduk, hata bizde. Ancak bir çökme raporu göndererek problemi çözmemize yardımcı olabilirsin.",
CrashScreen.ManualInstructions,Veya istersen raporu manuel olarak da gönderebilirsin:,
CrashScreen.ModdedIntroduction,Görünüşe göre oyunun modlu bir versiyonunu oynuyorsun. Oyununun bu yüzden çökmüş olma ihtimali yüksek.,
CrashScreen.ModdedInstructions,Modları nasıl kaldıracağını buradan öğrenebilirsin:,
CrashScreen.PrivacyPolicyAccept,Kabul ediyorum:,Next to a checkbox and followed by CrashScreen.PrivacyPolicyLink
CrashScreen.PrivacyPolicyLink,Gizlilik Sözleşmesi,Preceded by a checkbox and CrashScreen.PrivacyPolicyToggle
CrashScreen.SendFail,"Gönderme başarısız, tekrar denemek için tıkla",
CrashScreen.SendReport,Timberborn ekibine hata raporu gönder,
CrashScreen.SendSuccess,"Raporunu aldık, teşekkürler!",
CrashScreen.Sending,Gönderiliyor...,
CrashScreen.Title,Olamaz... Bir hata :'(,
Condition.DisplayName,Durum,"Bot equivalent of wellbeing (how good they are taken care of, how good their mechanical condition is)"
Console.CloseButton,Kapat,Label of the button that closes the console
Console.Collapse,▲ Daralt,Label of the button that collapses the console vertically. Please keep the arrow.
Console.Expand,▼ Genişlet,Label of the button that expands the console vertically. Please keep the arrow.
Console.OpenDirectoryButton,Kayıt klasörünü aç,Label of the button that opens the folder with logs
ConstructionSites.DisplayName,İnşaat alanı,
ConstructionSites.Priority,İnşaat önceliği,
ConstructionSites.PriorityTitle,İnşaat önceliği:,Setting a priority for construction work on a construction site
ConstructionSites.Progress,İlerleme: %{0},{0} stands for percentage of construction progress
ConstructionSites.Info.WaitingForMaterials,(materyaller bekleniyor),Awaiting new materials to build
Core.BrowseDirectory,Klasöre göz at ►,Opens file browser to either save folder or map folder. Please keep the arrow.
Core.Cancel,İptal,A button please keep short
Core.EmptyList,Burada henüz bir şey yok.,A text shown in a list that does not contain any elements.
Core.GameTip,İpucu: Barınak veya Depo gibi <YellowHighlight>Sağlam</YellowHighlight> olarak işaretlenmiş yapıların çatılarına başka yapılar yerleştirebilirsin.,Tip that shows up while the game is loading. Solid is a keyword.
Core.Load,Yükle,A button please keep short
Core.Loading,YÜKLENİYOR,Used in loading screen during loading
Core.NavigationNext,İleri,Used in forms to navigate to the next step.
Core.NavigationBack,Geri,Used in forms to navigate to the previous step.
Core.No,Hayır,A button please keep short
Core.OK,TAMAM,A button please keep short
Core.Overwrite,Üzerine Yaz,A button shown in prompts with confirmation that a file will be overwritten
Core.ResourceNameAndAmount,{0} ({1}),"Used for example in building material costs, {0} stands for resource name, {1} stands for amount"
Core.ResourceNameAndAmountPerHour,{0} (saatte {1}),"Used for example in building resource usage, {0} stands for resource name, {1} stands for amount"
Core.Save,Kaydet,A button please keep short
Core.SaveAs,Farklı kaydet...,A button please keep short
Core.Start,Başlat,A button please keep short
Core.Status,Durum:,Indication in interface about status of some property. For example 'Status: Enabled'
Core.Yes,Evet,
Decals.Browse,Göz at,Label of a button that opens a file explorer with a directory with custom patterns. Please keep short.
Decals.Refresh,Yenile,Label of a button that refreshes/reloads custom patterns from disk. Please keep short.
Decals.UserPatterns,Özel desenler,Header of the panel that allows managing custom user patterns (loading custom images). Please keep short.
Demolish.Blocked,Yukarıdaki nesneler yıkımı engelliyor.,Text of status message when trying to demolish an object (i.e. natural overhang) that has objects or buildings built on top of it preventing demolition.
Demolish.Cancel,Yıkımı iptal et,
Demolish.Mark,Yık,Demolishing is removing with the use of builders. Must be different than 'Delete' which has a slightly different meaning in the game.
